checking_balance,months_loan_duration,credit_history,amount,savings_balance,employment_duration,percent_of_income,years_at_residence,age,existing_loans_count,dependents,phone,default,purpose_business,purpose_car,purpose_car0,purpose_education,purpose_furniture/appliances,purpose_renovations,housing_other,housing_own,housing_rent,other_credit_bank,other_credit_none,other_credit_store,job_management,job_skilled,job_unemployed,job_unskilled
-1,24,2,717,-1,5,4,4,54,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,9,3,1549,-1,2,4,2,35,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-1,24,1,1597,1,5,4,4,54,2,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
2,18,1,1795,1,5,3,4,48,2,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1,20,1,4272,1,5,1,4,24,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,12,1,976,-1,5,4,4,35,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,12,3,7472,-1,1,1,2,24,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,36,3,9271,1,4,2,1,24,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,6,3,590,1,2,3,3,26,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
-1,12,1,930,-1,5,4,4,65,4,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,42,4,9283,1,1,1,2,55,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2,15,5,1778,1,2,2,1,26,2,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2,8,3,907,1,2,3,2,26,1,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,6,3,484,1,4,3,3,28,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,36,1,9629,1,4,4,4,24,2,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,48,3,3051,1,3,3,4,54,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,48,3,3931,1,4,4,4,46,1,2,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2,36,2,7432,1,3,2,2,54,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,6,3,1338,3,3,1,4,62,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,6,1,1554,1,4,1,2,24,2,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,36,3,15857,1,1,2,3,43,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
1,18,3,1345,1,3,4,3,26,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
-1,12,3,1101,1,3,3,2,27,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3,12,3,3016,1,3,3,1,24,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,36,3,2712,1,5,2,2,41,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,8,1,731,1,5,4,4,47,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,18,1,3780,1,2,3,2,35,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,21,1,1602,1,5,4,3,30,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,18,1,3966,1,5,1,4,33,3,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
-1,18,5,4165,1,3,2,2,36,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,36,3,8335,-1,5,3,4,47,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2,48,2,6681,-1,3,4,4,38,1,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
-1,24,2,2375,3,3,4,2,44,2,2,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,18,3,1216,1,2,4,3,23,1,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,45,5,11816,1,5,2,4,29,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,24,3,5084,-1,5,2,4,42,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3,15,3,2327,1,2,2,3,25,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,12,5,1082,1,3,4,4,48,2,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
-1,12,3,886,-1,3,4,2,21,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,4,3,601,1,2,1,3,23,1,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1,24,1,2957,1,5,4,4,63,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,24,1,2611,1,5,4,3,46,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,36,3,5179,1,4,4,2,29,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,21,2,2993,1,3,3,2,28,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
-1,18,3,1943,1,2,4,4,23,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
-1,24,4,1559,1,4,4,4,50,1,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
-1,18,3,3422,1,5,4,4,47,3,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2,21,3,3976,-1,4,2,3,35,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,18,3,6761,-1,3,2,4,68,2,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,24,3,1249,1,2,4,2,28,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,9,3,1364,1,4,3,4,59,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,12,3,709,1,5,4,4,57,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,20,1,2235,1,3,4,2,33,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
-1,24,1,4042,-1,4,3,4,43,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,15,1,1471,1,3,4,4,35,2,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1,18,4,1442,1,4,4,4,32,2,2,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
-1,36,2,10875,1,5,2,2,45,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,24,3,1474,2,2,4,3,33,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,10,3,894,-1,4,4,3,40,1,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
-1,15,1,3343,1,3,4,2,28,1,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1,15,3,3959,1,3,3,2,29,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,9,3,3577,2,3,1,2,26,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,24,1,5804,4,3,4,2,27,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,18,2,2169,1,3,4,2,28,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,24,3,2439,1,2,4,4,35,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,27,1,4526,4,2,4,2,32,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
-1,10,3,2210,1,3,2,2,25,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
-1,15,3,2221,3,3,2,4,20,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,18,3,2389,1,2,4,1,27,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
-1,12,1,3331,1,5,2,4,42,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
-1,36,3,7409,-1,5,3,2,37,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,12,3,652,1,5,4,4,24,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-1,36,2,7678,3,4,2,4,40,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3,6,1,1343,1,5,1,4,46,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,24,1,1382,2,4,4,1,26,2,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,15,3,874,-1,2,4,1,24,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,12,3,3590,1,3,2,2,29,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,11,1,1322,4,3,4,4,40,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,18,4,1940,1,2,3,4,36,1,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
-1,36,3,3595,1,5,4,2,28,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,9,3,1422,1,2,3,2,27,1,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
-1,30,1,6742,-1,4,2,3,36,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,24,3,7814,1,4,3,3,38,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,24,3,9277,-1,3,2,4,48,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2,30,1,2181,-1,5,4,4,36,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,18,1,1098,1,1,4,4,65,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2,24,3,4057,1,4,3,3,43,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,12,3,795,1,2,4,4,53,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
2,24,1,2825,-1,4,4,3,34,2,2,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,48,3,15672,1,3,2,2,23,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,36,1,6614,1,5,4,4,34,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,28,4,7824,-1,2,3,4,40,2,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,27,1,2442,1,5,4,4,43,4,2,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
-1,15,1,1829,1,5,4,4,46,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,12,1,2171,1,3,4,4,38,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2,36,1,5800,1,3,3,4,34,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,18,1,1169,-1,3,4,3,29,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,36,2,8947,-1,4,3,2,31,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,21,3,2606,1,2,4,4,28,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
-1,12,1,1592,4,4,3,2,35,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,15,3,2186,-1,4,1,4,33,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1,18,3,4153,1,3,2,3,42,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,16,1,2625,1,5,2,4,43,1,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
-1,20,1,3485,-1,2,2,4,44,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,36,1,10477,-1,5,2,4,42,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
-1,15,3,1386,-1,3,4,2,40,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-1,24,3,1278,1,5,4,1,36,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,12,3,1107,1,3,2,2,20,1,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1,21,3,3763,-1,4,2,2,24,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,36,3,3711,-1,3,2,2,27,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
-1,15,2,3594,1,2,1,2,46,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,9,3,3195,-1,3,1,2,33,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,36,2,4454,1,3,4,4,34,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,24,1,4736,1,2,2,4,25,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2,30,3,2991,-1,5,2,4,25,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,11,3,2142,4,5,1,2,28,1,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,24,4,3161,1,3,4,2,31,1,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,48,5,18424,1,3,1,2,32,1,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
-1,10,3,2848,2,3,1,2,32,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,6,3,14896,1,5,1,4,68,1,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,24,3,2359,2,1,1,1,33,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,24,3,3345,1,5,4,2,39,1,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
-1,18,1,1817,1,3,4,2,28,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,48,2,12749,3,4,4,1,37,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,9,3,1366,1,2,3,4,22,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2,12,3,2002,1,4,3,4,30,1,2,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,24,4,6872,1,2,2,1,55,1,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,12,4,697,1,2,4,2,46,2,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,18,1,1049,1,2,4,4,21,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,48,3,10297,1,4,4,4,39,3,2,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
-1,30,3,1867,-1,5,4,4,58,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,12,2,1344,1,3,4,2,43,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,24,3,1747,1,2,4,1,24,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,9,3,1670,1,2,4,2,22,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,9,1,1224,1,3,3,1,30,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,12,1,522,3,5,4,4,42,2,2,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,12,3,1498,1,3,4,1,23,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2,30,2,1919,2,2,4,3,30,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
3,9,3,745,1,3,3,2,28,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,6,3,2063,1,2,4,3,30,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
2,60,3,6288,1,3,4,4,42,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
-1,24,1,6842,-1,3,2,4,46,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,12,3,3527,-1,2,2,3,45,1,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,10,3,1546,1,3,3,2,31,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,24,3,929,-1,4,4,2,31,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
-1,4,1,1455,1,4,2,1,42,3,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,15,3,1845,1,2,4,1,46,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2,48,5,8358,3,2,1,1,30,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,24,4,3349,3,2,4,4,30,1,2,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
-1,12,3,2859,-1,1,4,4,38,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,18,3,1533,1,2,4,1,43,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
-1,24,3,3621,2,5,2,4,31,2,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,18,1,3590,1,1,3,3,40,3,2,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,36,2,2145,1,4,2,1,24,2,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,24,3,4113,3,2,3,4,28,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,36,3,10974,1,1,4,2,26,2,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,12,3,1893,1,3,4,4,29,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,24,1,1231,4,5,4,4,57,2,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
3,30,1,3656,-1,5,4,4,49,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2,9,1,1154,1,5,2,4,37,3,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,28,3,4006,1,3,3,2,45,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,24,3,3069,2,5,4,4,30,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
-1,6,1,1740,1,5,2,2,30,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2,21,2,2353,1,3,1,4,47,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,15,3,3556,-1,3,3,2,29,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,24,3,2397,3,5,3,2,35,2,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2,6,3,454,1,2,3,1,22,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2,30,3,1715,-1,3,4,1,26,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,27,1,2520,3,3,4,2,23,2,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
-1,15,3,3568,1,5,4,2,54,1,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
-1,42,3,7166,-1,4,2,4,29,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,11,1,3939,1,3,1,2,40,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,15,3,1514,2,3,4,2,22,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
-1,24,3,7393,1,3,1,4,43,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,24,4,1193,1,1,1,4,29,2,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,60,3,7297,1,5,4,4,36,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,30,1,2831,1,3,4,2,33,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3,24,3,1258,3,3,3,3,57,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,6,3,753,1,3,2,3,64,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,18,2,2427,-1,5,4,2,42,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,24,2,2538,1,5,4,4,47,2,2,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,15,4,1264,2,3,2,2,25,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,30,1,8386,1,4,2,2,49,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,48,3,4844,1,1,3,2,33,1,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
3,21,3,2923,2,3,1,1,28,1,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,36,3,8229,1,3,2,2,26,1,2,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,24,1,2028,1,4,2,2,30,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,15,1,1433,1,3,4,3,25,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3,42,5,6289,1,2,2,1,33,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,13,3,1409,2,1,2,4,64,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,24,3,6579,1,1,4,2,29,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2,24,1,1743,1,5,4,2,48,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
-1,12,1,3565,-1,2,2,1,37,2,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
-1,15,4,1569,2,5,4,4,34,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,18,3,1936,-1,4,2,4,23,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1,36,3,3959,1,1,4,3,30,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
-1,12,3,2390,-1,5,4,3,50,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,12,3,1736,1,4,3,4,31,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,30,3,3857,1,3,4,4,40,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,12,3,804,1,5,4,4,38,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,45,3,1845,1,3,4,4,23,1,1,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
2,45,1,4576,2,1,3,4,27,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
